game,critic_score,user_score
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,,
Iron Chef America: Supreme Cuisine,2,
Ice Age: Dawn of the Dinosaurs,6.5,
Pro Evolution Soccer 2014,,
The Lord of the Rings: Aragorn's Quest,6,
ESPN Final Round Golf 2002,6,
MDK2 Armageddon,8.7,
Exhibition Volume 02,,
Katamari Damacy Reroll,8.8,
Fight Night Round 2,8.4,
NHL 2K9,8,
Mega Man 11,8.2,8
Disney's Atlantis: The Lost Empire,,
Power Pro Kun Pocket,,
The King of Fighters '97,,
Tamagotchi no Narikiri Challenge,,
Space Battleship Yamato: Harukanaru Hoshi Iscandar,,
Sound Novel Evolution 1: Otogirisou Sosei-Hen,,
Let's TAP,7,
Psi-Ops: The Mindgate Conspiracy,8.5,
SWAT: Global Strike Team,6.6,
SingStar Motown,,
Hitman: HD Trilogy,,
Goblin Commander: Unleash the Horde,7.4,
MX World Tour Featuring Jamie Little,,
Dragon Quest X,,
Hello Kitty: Happy Party Pals,,
Pursuit Force: Extreme Justice,7.4,
Broken Sword: Shadows of the Templars - The Director's Cut,,
Backyard NFL Football '09,,
We Sing UK Hits,,
World Destruction League: Thunder Tanks,8,
Resident Evil 6,6,6.6
The Secret World,7.4,8.3
Backyard Baseball '10,,
Professor Heinz Wolff's Gravity,5.9,
Transformers: Dark of the Moon,3,
Jikkyou Powerful Pro Yakyuu 2013,,
The King of Fighters '95,5,
Jikkyou Powerful Pro Yakyuu 2014,,
RoadKill,7.7,
Hanjuku Eiyuu Tai 3D,,
.hack//G.U. Vol.3//Redemption,5.7,
Super Robot Taisen Compact 2 Dai-1-Bu,,
FaceBreaker,5,
Ridge Racer Unbounded,,
Darkwood,8,8.4
Looney Tunes: Back in Action,,
Tak: The Great Juju Challenge,,
Captain America: Super Soldier,5.9,
MotoGP 10/11,6,
Macross Ultimate Frontier,,
Tom Clancy's Ghost Recon: Future Soldier,7.1,5.1
Mercury Meltdown Revolution,8,
Castlevania: Lords of Shadow 2,5.8,7.7
Top Spin 2,7.7,
Hunter: The Reckoning Redeemer,8.2,
Bakugan Battle Brawlers: Defenders of the Core,,
Tokyo Xtreme Racer,,
Fighter Maker,8,
Ar nosurge: Ode to an Unborn Star,,
Thief: Deadly Shadows,8.3,
NBA 09: The Inside,8.2,
Batman Begins,6.3,
Glover,2.6,
Dragon Ball GT: Game Boy Advance Video Volume 1,,
Final Fantasy XIV: Heavensward,8.6,8.3
James Cameron's Dark Angel,4,
Bee Movie Game,6.8,
Mahjong Fight Club,,
Luxor 3,7.7,
Bomberman 64: The Second Attack!,,
Turok 3: Shadow of Oblivion,7.4,
World Driver Championship,8.8,
Spawn: Armageddon,7.7,
Ashes Cricket 2009,6.8,
Final Fantasy XIV: Stormblood,8.9,8.6
Codename: Kids Next Door: Game Boy Advance Video Volume 1,,
NHL 07,7.6,
Pokemon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,,
Rise of the Argonauts,5.2,
Major League Baseball 2K9,7,
Gundam Assault Survive,,
My French Coach,7,
Disney TH!NK Fast: The Ultimate Trivia Showdown,,
Fate/stay night [R??alta Nua],,
Freedom Planet,8.3,8.3
Disney's Home on the Range,5,
MotoGP 09/10,7,
Just Dance 2019,,
Monsters vs. Aliens,6.5,
Disney Sing It: Family Hits,6.5,
Distance,,
Guilty Gear Xrd: Sign,,
Just Dance 2018,,
Space Griffon VF-9,,
Disgaea PC,7.4,9.5
Camp Rock: The Final Jam,,
.hack//G.U. Vol.1//Rebirth,6.6,
N3 II: Ninety-Nine Nights,,
Harvest Moon: The Lost Valley,,
Bound By Flame,,
Fairytale Fights,4.8,
Bratz Kidz,2.5,
The Cursed Crusade,4,
Prototype: Biohazard Bundle,,
Gyakuten Saiban 3,,
Gallop Racer 2001,7.9,
Magical Starsign (US sales),,
Nightmare Creatures II,8.3,
Hot Wheels: Beat That!,3.5,
Catwoman,4.6,
Garfield: Lasagna World Tour,2.5,
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,,
Fairytale Fights,4.9,
Bomberman B-Daman,,
Sonic Mania,,
Beat Down: Fists of Vengeance,4.6,
Terminator 3: The Redemption,7.1,
World Destruction League: Thunder Tanks,3.5,
Green Lantern: Rise of the Manhunters,6.5,
BlazBlue: Central Fiction,8.4,7.7
Fighter Within,2.7,2.8
Reloaded,,
Jillian Michaels Fitness Ultimatum 2011,,
SSX On Tour,8.8,
Goodbye Deponia,8,7.8
Fuzion Frenzy 2,6,
MXGP 3: The Official Motocross Videogame,,
James Bond 007: Everything or Nothing,7.1,
Naruto Shippuden: Ultimate Ninja 5,,
F1 2014,6.1,4.8
Shrek Extra Large,3,
Final Fantasy V,,
Brunswick Cosmic Bowling,,
World Tour Soccer 2006,6.5,
Gunvalkyrie,6.1,
NickToons Racing,,
VR Golf '97,8,
State of Emergency,6.6,
Off-World Interceptor Extreme,4,
ZhuZhu Puppies,,
Monkey Island: Special Edition Collection,,
Serious Sam Classics: Revolution,,
Disney Golf,5.5,
The Naked Brothers Band: The Video Game,,
Valkyrie Drive: Bhikkhuni,7.2,8.1
CSI: Fatal Conspiracy,,
G-Force,7.4,
Major League Baseball 2K13,,
Clock Tower II: The Struggle Within,4.4,
Batman Beyond: Return of the Joker,2,
Sudoku Gridmaster,6,
Buzz! Brain of the UK,,
Greed Corp,,
Backyard NFL Football '10,,
Hyperdimension Neptunia Victory,5.4,
Mega Man Network Transmission,6.7,
Pursuit Force,7.4,
Densetsu no Stafi 4,,
TRON: Evolution,,
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),,
Dishonored: Death of the Outsider,8.1,6.9
TT Isle of Man: Ride on the Edge,,
Bomberman Land,6,
Surf's Up,,
Tokimeki Memorial: Private Collection,,
Axiom Verge,7.5,8.4
NBA Street Homecourt,8.8,
RC Revenge Pro,,
Journey,,
Chaotic: Shadow Warriors,5.5,
Dementium: The Ward,7.5,
Backyard Wrestling: Don't Try This at Home,6,
Gauntlet: Dark Legacy,4.9,
Far East of Eden II: Manji Maru,,
Lost Kingdoms,7.3,
Naval Assault: The Killing Tide,4.5,
I'm A Celebrity: Get Me Out of Here!,,
F1 2018,8.4,8
NCAA Basketball 09,7.1,
Matchbox Cross Town Heroes,,
Age of Empires III: Complete Collection,,
Wolfenstein 3D,,
Nobunaga no Yabou: Tenshoki,,
Angry Birds Trilogy,7,
Learning to Spell,,
Pac-Man World 3,4,
Shawn Johnson Gymnastics,,
NASCAR '14,,
Super Power League,,
Phantasy Star Online 2,,
Street Fighter Alpha 2,8,
25 To Life,3.1,
Murdered: Soul Suspect,5.1,7.1
Driver: San Francisco,7,
NASCAR '15,,
Sega Superstars,,
Disney Friends,7,
Zoo Keeper,7.2,
Midway Arcade Treasures,6.8,
Leisure Suit Larry: Magna Cum Laude,7.2,
Mousetrap / Operation / Simon,,
Classic NES Series: Donkey Kong,6.5,
NBA 09: The Inside,,
Resident Evil,7.3,
F1 2011,5.5,6.4
Aliens: Infestation,8.5,
TOEIC Test Training DS,,
Sports Party,,
Harvest Moon: Light of Hope,,
Itoi Shigesato no Bass Tsuri No. 1,,
Cubivore: Survival of the Fittest,7.1,
Doctor Lautrec and the Forgotten Knights,5.3,6.1
TransFormers Animated: The Game,,
Blood Bowl,6.4,
FlatOut,,
Armor Ambush,,
Death Trap,,
Mr. Do!'s Castle,,
Sumikko Gurashi: Omise Hajimerundesu,,
Easy Piano,,
Parodius,,
Chuck E. Cheese's Party Games,,
Gyakuten Saiban 3,,
Taz Wanted,5.5,
Pac-Man Championship Edition 2 + Arcade Game Series,,
Hannah Montana: Rock Out the Show,5.1,
Ride 2,6.9,6.3
Vehicular Combat League presents Motor Mayhem,,
PoPoLoCrois: Hajimari no Bouken,,
Star Wars: Super Bombad Racing,7.8,
Castlevania Judgment,4.6,7.5
NBA Live 08,4.9,
Hamster Heroes,,
Hot Wheels Velocity X,5.2,
Akiba's Trip: Undead & Undressed,6.4,7.3
Alien Resurrection,5.2,
World Tour Soccer 2005,7.6,
Splatterhouse,4,
Star Ocean: Till the End of Time Director's Cut,,
Leisure Suit Larry: Box Office Bust,2.2,
Create,6.4,
Trivial Pursuit: Bet You Know It,,
Dead Rising 4: Frank's Big Package,7.2,5.3
Clash of the Titans: The Videogame,3.8,
Valdis Story: Abyssal City,8.3,7.6
Act of Aggression,7.1,7.1
Dungeon Siege: Throne of Agony,8.3,
ESPN College Hoops,8.7,
Theatrhythm Dragon Quest,,
Family Game Night 4: The Game Show,,
F1 Championship Season 2000,7.9,
Putty Squad,3.8,3
Bakugan Battle Brawlers: Defenders of the Core,,
Pen 1 Grand Prix: Penguin no Mondai Special,,
Robotech: Battlecry,7.2,
Zapper: One Wicked Cricket!,5.7,
Bomberman Land,,
Paws & Claws: Pet Resort,,
Kya: Dark Lineage,7.5,
Aquaria,,
NPPL Championship Paintball 2009,,
Curious George,6.6,
12 Labours of Hercules,,
Lethal Skies II,7.7,
Guilty Gear Judgment,7.5,
Puzzle Quest: Galactrix,8.4,
NCAA Football 09 All-Play,5.3,
Lara Croft and the Temple of Osiris,7.3,5.6
Fracture,4,
Tom and Jerry: Infurnal Escape,,
Vampyr,7.2,6.9
Eiyuu Densetsu: Zero no Kiseki,,
Disney's American Dragon Jake Long: Attack of the Dark Dragon,,
King's Field,7.1,
Okami HD,9.2,7.7
Let's Ride: Sunshine Stables,,
Monster Jam,,
World Stadium 4,,
Midway Arcade Treasures 2,7.2,
El Shaddai: Ascension of the Metatron,8,
Angry Birds: Star Wars,,
Hot Wheels World Race,,
Apache: Air Assault,6.8,
San Goku Shi Taisen DS,,
Kawa no Nushi Tsuri,,
Digimon Story: Cyber Sleuth - Hacker's Memory,,
Marble Saga: Kororinpa,7.4,
Magic: The Gathering - Battlegrounds,,
N2O: Nitrous Oxide,8,
Spider-Man: Web of Shadows - Amazing Allies Edition,7.7,
Dancing with the Stars,,
Goosebumps HorrorLand,,
Rio,,
Otogirisou,,
Battlezone,6.6,7.1
SD Gundam G Generation 3D,,
Crash Tag Team Racing,,
Zoo Hospital,6.8,
Massive Chalice,7.3,6
The Whispered World,,
True Swing Golf,8,
Little Nightmares,8.3,7.7
The Surge,7.2,6.8
Beowulf: The Game,4,
Family Feud Decades,4,
Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness Episode One,,
Thrillville: Off the Rails,,
Michael Jackson: The Experience,5.5,
TimeSplitters: Future Perfect,9,
Midway Arcade Treasures 3,8,
Dr. Muto,8.5,
Naruto Shippuden: Ultimate Ninja Storm Legacy,,
Warriors Orochi 3,8.5,
DS Rakubiki Jiten,,
Fatal Frame II: Crimson Butterfly,7.8,
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,,
Berserk and the Band of the Hawk,6.6,6.7
Dewy's Adventure,6.8,
Bulletstorm,8.7,7.7
Just Cause 3,7.6,5.6
Shadow Man: 2econd Coming,7.7,
Yu-Gi-Oh! 5D's Tag Force 6,,
Dynasty Warriors 4,8.5,
TimeShift,7.6,
Wakeboarding Unleashed Featuring Shaun Murray,8.6,
Rudolph the Red-Nosed Reindeer,1.5,
The Incredibles: Rise of the Underminer,6.7,
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,,
Alone in the Dark: The New Nightmare,7.2,
Just Dance: Disney Party,,
The BIGS,,
The King of Fighters XII,6,
Flushed Away,4,
Adventure Time: Explore the Dungeon Because I Don't Know!,3.5,
Summon Night EX-Thesis: Yoake no Tsubasa,,
Pro Yakyuu Spirits 3,,
Sid Meier's Pirates!,6.5,
Our House,,
Bunch of Heroes,,
Silent Scope 3,4,
NASCAR Heat 2002,5,
Namco Classic Fighter Collection,,
Grease Dance,,
Tak: Mojo Mistake,7.3,
International Superstar Soccer Deluxe,,
Eragon,6.8,
BlazBlue: Chrono Phantasma Extend,8,7.6
Bakugan Battle Brawlers: Defenders of the Core,,
Intellivision Lives!,6,
World Series of Poker: Tournament of Champions 2007 Edition,6.9,
Robots,5,
Klonoa,7.6,
Watchmen: The End is Nigh - The Complete Experience,,
Heroes Over Europe,6,
Ready 2 Rumble Revolution,3.1,
SimEarth: The Living Planet,,
Culdcept SAGA,7.7,
Sengoku Basara: Chronicle Heroes,,
The Wild Thornberrys: Chimp Chase,,
Rayman Legends,8.7,8.4
Innocent Life: A Futuristic Harvest Moon,6.5,
Power Stakes,,
Steins;Gate,8.7,8.8
Asteroids Hyper 64,5.6,
Buck Bumble,6.8,
California Speed,4.2,
Destruction Derby 64,6.7,
Fighters Destiny,8,
Hydro Thunder,7,
Jikkyou Powerful Pro Yakyuu Basic-han 2001,,
Space Invaders,7.8,
Starcraft 64,8,
The Powerpuff Girls: Chemical X-Traction,,
Tom and Jerry in Fists of Furry,,
Wonder Project J2: Koruro no Mori no Josette,,
WRC 2: FIA World Rally Championship,,
Legends of Chima: Laval's Journey,,
Finding Nemo: Escape to the Big Blue,,
Around The World in 80 Days,,
Minna no DS Seminar: Kanpeki Kanji Ryoku,,
Macross Ace Frontier,,
Final Fantasy III,,
Solitaire Overload Plus,,
Black & Bruised,,
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,6.2,
Take A Break's: Puzzle Master,,
Spyro: Shadow Legacy,4,
Blitz: The League,6.5,
.hack//G.U. Vol.2//Reminisce (jp sales),,
Rapala Pro Fishing,6.1,
Pro Baseball Spirits 2015,,
Ghost in the Shell: Stand Alone Complex,6.6,
Pillars of Eternity,8.3,
Ener-G: Dance Squad,7.2,
TNA iMPACT!,5.3,
Battle Soccer: Field no Hasha,,
Rudolph the Red-Nosed Reindeer,,
Scarface: Money. Power. Respect.,6.4,
Sid Meier's Ace Patrol,7.1,6.6
Yomawari: Night Alone,7.5,8.3
FlatOut 2,8.3,
Custom Robo Arena,7.4,
SUPERHOT VR,8.5,7.2
FIFA Soccer 96,,
Pro Yakyuu Famista Returns,,
NCAA Final Four 2001,4.8,
Deadly Premonition: The Director's Cut,7,
3rd Super Robot Wars Z: Tengoku-Hen,,
J-League Jikkyou Winning Eleven 2000,,
Vegas Party,,
Sid Meier's Civilization IV,9.4,
Eve: The Lost One,,
Shaun White Skateboarding,6.1,
Disgaea 4: A Promise Unforgotten,,
Konami Krazy Racers,7.7,
Saturday Night Slam Masters,,
The Walking Dead: Season One,,
Valkyria Revolution,5.4,5.9
F-Zero: GP Legend,7.1,
Racing Lagoon - High Speed Driving RPG,,
Field Commander,7.7,
Mr. Driller 2,6,
WildStar,8.2,7.5
NBA 2K12,8.5,
Burger Island,,
Imagine: Ice Champions,,
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,,
Ener-G Horse Riders,,
"BCFX: The Black College Football Xperience, The Doug Williams Edition",,
Bendy and the Ink Machine,7,8.2
Dragon Ball: Origins 2,6.9,
Left Brain Right Brain: Use Both Hands Train Both Sides,,
Pixel Puzzles 2: Anime,,
Family Party: 30 Great Games Outdoor Fun,,
Yu-Gi-Oh! 5D's: Duel Transer,,
Dynasty Warriors 8: Xtreme Legends,,
Mother Russia Bleeds,7,6.9
Power Rangers Double Pack,,
Alien Breed 2: Assault,8,
Shinobido 2: Revenge of Zen,4.5,6.6
Mugen Souls,3.9,
James Noir's Hollywood Crimes,7,6.7
Naruto Powerful Shippuden,8,5.9
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,,
FIFA Soccer 97,,
Just Sing!,,
Transformer: Rise of the Dark Spark,,
Darksiders II,8.2,8.1
Overcooked! 2,8.1,7.2
Psychic Force,5,
Castlevania: Lords of Shadow - Mirror of Fate,7.2,7.2
The Adventures of Tintin: The Game,5.6,5.2
Trigger Man,2,
StarBlade ? ,,
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,,
Time Hollow,7,
Medieval Games,,
Tiger Woods PGA Tour 2004,9,
LEGO The Hobbit,,
Yooka-Laylee,7.3,6.5
Gundam Breaker 2,,
Amped 3,7.2,
Bomberman Land Touch! 2,7.9,
MotionSports: Adrenaline,,
MX 2002 Featuring Ricky Carmichael,5,
Halo Triple Pack,,
Chaotic: Shadow Warriors,6.2,
My Baby 3 & Friends,,
Sherlock Holmes vs. Jack the Ripper,,
Street Racer,,
Jurassic Park: The Game,,
Wings of Prey,8.3,
NBA 2K3,8.7,
Tak and the Guardians of Gross,6.6,
Monster House,5.5,
Arcana Heart,8.1,
NHL 2005,8.3,
We Dance,3.5,
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,,
Xenoblade Chronicles 2: Torna ~ The Golden Country,7.5,8.6
Battlestar Galactica,,
Melody's Escape,,
The Amazing Spider-Man (2012),,
Kingdom Hearts: Birth by Sleep - Final Mix,,
Skylanders Giants,5.9,4.6
Godzilla Unleashed,4.5,
Toriko: Gourmet Monsters!,,
Imagine: Music Fest,,
The Incredible Hulk: The Pantheon Saga,5,
Metal Gear Solid V: The Phantom Pain,,
The Idolm@ster 2,,
Bleach: Dark Souls,8.5,
Gravity Rush Remastered,7.9,8.1
AC/DC LIVE: Rock Band Track Pack,,
Senran Kagura: Shoujotachi no Shinei,,
Tales of Destiny: Director's Cut,,
He-Man: Power of Grayskull,,
Rondo of Swords (US sales),,
Polaris SnoCross,4.8,
Wing Commander III: Heart of the Tiger,,
Mat Hoffman's Pro BMX 2,8.5,
Fist of the North Star: Ken's Rage,5.4,
Destiny 2,8.3,3.6
Batman: Arkham Origins Blackgate,,
Lufia: Curse of the Sinistrals,7.8,
Muppet RaceMania,,
Namco Museum Vol.5,,
Courier Crisis,3,
The Polynomial - Space of the Music,,
Chessmaster: The Art of Learning,7.8,
Icewind Dale,8.8,
Digimon Battle Spirit 2,7,
Winning Post 3,,
Driven,2,
Space Camp,,
Saw II: Flesh & Blood,4.9,
Blitz: The League II,6.3,
Tears to Tiara II: Heir of the Overlord,,
"Warhammer 40,000: Fire Warrior",8.1,
Bust-A-Move Bash!,5.3,
Holy Potatoes! A Weapon Shop?!,,
All-Pro Football 2K8,7.6,
Hot Wheels: Battle Force 5,4.5,
Dragon's Lair Trilogy,7,
Dynasty Warriors 8: Empires,,
Stormrise,4.4,
Birds of Steel,,
MTV Music Generator 2,8,
PaRappa The Rapper,,
Ultimate Spider-Man,8,
Burnout 2: Point of Impact,8.5,
Assassin's Creed Rogue Remastered,7.1,6
Paris-Dakar Rally,2.5,
The Banner Saga 2,8.2,8.3
Active Life Explorer,,
Doctor Who: Evacuation Earth,,
Karaoke Revolution Glee: Volume 3,,
Atelier Iris: Eternal Mana,7.2,
Blinx 2: Masters of Time & Space,6.8,
Family Party: Fitness Fun,,
Wolfenstein: The Old Blood,8,7.9
Dragon Ball Z: Harukanaru Densetsu (JP sales),,
WordJong,7.5,
Just Dance 2019,7.7,4.7
Arcade Zone,,
Tak: The Great Juju Challenge,8,
Scripps Spelling Bee,,
Bomberman,7.3,
"Go, Diego, Go! Safari Rescue",7,
Major League Baseball 2K11,,
Knockout Kings 2003,,
NCAA Football 2004,8.7,
The Godfather: Blackhand Edition,7.4,
XGIII: Extreme G Racing,8.6,
Z.H.P. Unlosing Ranger vs Darkdeath Evilman,8,
Earth Defense Force 2025,,
Crush3D,6.5,
Chou Megami Shinkou Noire Gekishin Black Heart,,
Digimon World 4,6.1,
Disney's Story Studio: Disney's Mulan,,
Home Run,,
KLAX,,
Pressure Cooker,,
Saturn Bomberman,,
Jikkyou Powerful Pro Yakyuu Portable,,
Oreshika: Tainted Bloodlines,7.8,8
Cave Story+,,
NHL 2K10,6.5,
Infected,7.3,
American Chopper,,
NBA 09: The Inside,,
Cars: Race-O-Rama,,
Gunslingers,,
Kingdom Under Fire: Heroes,8.5,
Cartoon Network Collection: Game Boy Advance Video Special Edition,,
The Terminator: Dawn of Fate,,
Kingdom of Paradise,7,
Scooby-Doo! Unmasked,6.9,
Streak: Hoverboard Racing,4.5,
Block Party,3.3,
Prince of Persia: The Forgotten Sands,4.5,
Soldier of Fortune: Payback,6.1,
Enthusia Professional Racing,7.2,
Space Pilgrim Episode II: Epsilon Indi,,
Fire Emblem Warriors,6.9,8.1
de Blob 2,7.8,
Thor: God of Thunder,6.4,
NCAA GameBreaker 2001,6.6,
Sonny with a Chance,,
Get On Da Mic,5.5,
Psycho-Pass: Mandatory Happiness,7.2,6.7
Project Sylpheed: Arc of Deception,6.7,
Broken Sword 5: The Serpent's Curse,,
Army Men: Sarge's War,,
Amagami,,
Jikkyou Powerful Pro Yakyuu 2009,,
Little League World Series Baseball 2009,,
Bigfoot: Collision Course,,
Kidou Senkan Nadesico,,
Naruto Shippuden: Legends: Akatsuki Rising,5.8,
Brothers: A Tale of Two Sons,8.1,7.9
Frogger's Adventures: The Rescue,5.5,
SpongeBob's Truth or Square,,
The Secret Saturdays: Beasts of the 5th Sun,,
Major League Baseball 2K10,2.8,
Samurai Warriors: Katana,,
MLB Power Pros 2008,8.4,
The Fairly Odd Parents: Clash with the Anti-World,3.5,
Warriors Orochi 3,,
Build-A-Bear Workshop: Welcome to Hugsville,,
Rogue Port - Red Nightmare,,
Marvel Super Hero Squad: The Infinity Gauntlet,,
Felony 11-79,7,
Disney's The Lion King: Simba's Mighty Adventure,,
Bus Simulator 16,4.6,6
Megamind: Ultimate Showdown,,
Ice Age 2: The Meltdown,5.5,
Bomberman,7.5,
Pro Evolution Soccer 2015,7.9,6.8
Jikkyou Powerful Pro Yakyuu 2012,,
All Japan Pro Wrestling featuring Virtua,,
Transformer: Rise of the Dark Spark,,
The Walking Dead: A Telltale Games Series,,
Rayman Origins,7.1,6.3
Rudra no Hihou,,
Prince of Persia: The Sands of Time,7,
The Fall,7.6,7.2
Farm Frenzy: Animal Country,,
Zoids: Battle Legends,5,
World Series Baseball 2K3,9.1,
Steins;Gate 0,8.4,8.5
Serious Sam,7.7,
Toukiden 2,,
Fantastic Four: Rise of the Silver Surfer,,
Kowloon's Gate,,
Killer7,7.2,
Dengeki Bunko Fighting Climax,,
High Velocity Bowling,,
Super Monkey Ball Adventure,4.8,
FIFA Soccer 2002,,
One Piece Unlimited World: Red,,
Travel Games For Dummies,4.7,
Space Invaders Extreme,8.3,
Street Fighter Anniversary Collection,8.2,
Major League Baseball 2K12,,
Suzumiya Haruhi no Yakusoku,,
FIFA 06: Road to FIFA World Cup,6.1,
Shadow Ops: Red Mercury,,
Indigo Prophecy,8.4,
Kids Learn Math: A+ Edition,,
World League Soccer,,
NBA ShootOut 2001,6,
Final Fantasy XI: Vana'diel Collection 2008,,
The Oregon Trail,,
Samurai Shodown Anthology,7.1,
Cake Mania: In The Mix!,,
Musashi: Samurai Legend,6.9,
Wasteland 2,,
NBA Live 19,7.5,6.9
Countdown: The Game,,
Derby Stallion Gold,,
NBA Ballers: Chosen One,,
Pokemon: Johto Photo Finish: Game Boy Advance Video,,
F1 2001,7.8,
J-League Victory Goal,,
Top Gun: Combat Zones,4.8,
Ben 10 Galactic Racing,,
Vessel,8,7.8
Rock Band: Metal Track Pack,,
Spongebob Squarepants / Fairly Odd Parents Double Pack,,
History Civil War: Secret Missions,,
NHL 09,,
Atelier Sophie: The Alchemist of the Mysterious Book,7.5,7.6
Dark Rift,5.4,
Derby Stallion 64,,
Doraemon 3: Nobi Dai no Machi SOS!,,
Full Auto,7,
Granblue Fantasy Versus,8,
Hatsune Miku: Project Diva MegaMix,,
Moonlighter,8.3,8.2
Space Station Silicon Valley,8.3,
White Knight Chronicles: Origins,,
All-Star Baseball 2003,8.7,
Burger Island,,
Farming Simulator 2013,,
Chip,,
The Crew,7.1,6.3
Petz: Dogz Talent Show,,
Where the Wild Things Are,6.5,
RiME,4.5,5.7
T'ai Fu: Wrath of the Tiger,7.5,
Rocky,8.7,
Ford Racing 2,4.9,
Monster Hunter Diary: Poka Poka Airou Village DX,,
The Escapists 2,7.7,5.8
Transformers: Devastation,7.5,7.6
Tetris Attack,,
The Sims Medieval: Pirates and Nobles,5.5,
Your Shape: Fitness Evolved 2013,7.6,6.3
BloodRayne 2,8,
Nicktoons MLB,,
Jaws Unleashed,,
Disney's Planes,,
The Sims 3: Seasons,7.5,
Ys: The Oath in Felghana,8.2,
Dead Rising 4,7.4,3.7
Pro Yakyuu Spirits 6,,
Star Trek: Voyager Elite Force,,
X-Men: The Official Game,5.9,
Plain Sight,7.2,
Bejeweled 3,,
Brain Boost: Gamma Wave,4.5,
NASCAR Heat Evolution,6.6,4.4
Darksiders,8,
Chessmaster II,7.5,
All-Star Baseball 2003,7.7,
Scooby-Doo! Mystery Mayhem,5.5,
Winning Post 4,,
Fate/Extella: The Umbral Star,,
WWE '13,,
187: Ride or Die,,
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,,
Curious George,5.5,
Strawberry Shortcake: Game Boy Advance Video Volume 1,,
The Incredibles: Rise of the Underminer,6.3,
eJay Clubworld,,
Geist,6.6,7.6
Attack on Titan,,
Cardinal Syn,5.2,
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,,
Street Fighter Alpha 3,9,
Mobile Suit Gundam Side Story III: Sabakareshi Mono,,
Blazing Angels 2: Secret Missions of WWII,7.2,
Spintires: MudRunner,,
The Quest Trio,8.1,
Backyard Sports: Sandlot Sluggers,,
Super Street Fighter II,,
Victorious: Hollywood Arts Debut,,
Harvest Moon: Hero of Leaf Valley,7.5,
Ridge Racer DS,6.3,
Candace Kane's Candy Factory,5.2,
Sam & Max: Season One,7.1,
Battle Stadium D.O.N,,
DiRT 3,9,7
LEGO Ninjago: Shadow of Ronin,,
Yakuza: Ishin,,
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,,
Brain Boost: Beta Wave,4.5,
Power Pro Kun Pocket 9,,
Shenmue II,8.7,
Gundam Breaker 2,,
Dragon Quest Builders 2,,
Major League Baseball 2K8,7,
Armored Core: For Answer,6.5,
Capcom Classics Collection,,
Fugitive Hunter: War on Terror,3.3,
Gear.Club Unlimited,6.1,6.8
TRON: Evolution,,
The Incredible Hulk: Ultimate Destruction,8.7,
Toukiden 2,7.7,7.6
SNK Arcade Classics Vol. 1,6.7,
Prince of Persia: The Two Thrones,8.7,
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,,
Pac-Man World 3,6.9,
Reassembly,,
Toki Tori 2+,,
Phantasy Star Online Episode I & II,8.2,
All-Star Baseball 2005,8,
