game,platform,publisher,developer,games_sold,year
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,Activision,PlatinumGames,0.09,2016
F.E.A.R. 2: Project Origin,PC,Warner Bros. Interactive,Monolith Productions,0.09,2009
Pac-Man World 3,GC,Namco,Blitz Games,0.09,2005
Galactic Taz Ball,DS,Warner Bros. Interactive,WayForward Technologies,0.09,2010
Rocky,GC,Ubisoft,Steel Monkeys,0.09,2002
Crash 'N' Burn,XB,Eidos Interactive,Climax Group,0.09,2004
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,Mumbo Jumbo,EM Studios Limited,0.09,2009
We Happy Few,XOne,Gearbox Software,Compulsion Games,0.09,2018
Duke Nukem 3D: 20th Anniversary World Tour,XOne,Gearbox Software,Gearbox Software,0.09,2016
NFL Blitz 20-02,XB,Midway Games,Point of View,0.09,2002
Metal Fight Beyblade,DS,Hudson Soft,Hudson Soft,0.09,2009
Robots,XB,VU Games,Eurocom Entertainment Software,0.09,2005
Little League World Series Baseball 2008,Wii,Activision,Now Production,0.09,2008
Speed Kings,PS2,Acclaim Entertainment,Climax Entertainment,0.09,2003
Populous DS,DS,Xseed Games,Genki,0.09,2008
Raven Squad: Operation Hidden Dagger,X360,Evolved Games,Atomic Motion,0.09,2009
Langrisser V: The End of Legend,SAT,NCS,Career Soft,0.09,1998
Winter Stars,X360,Deep Silver,49Games,0.09,2011
Everyday House Tamagotchi,3DS,Namco Bandai Games,Bandai Namco Games,0.09,2012
PhotoKano,PSP,Kadokawa Shoten,Kadokawa Shoten,0.09,2012
The Story of Noah's Ark,DS,SouthPeak Interactive,Razorback Developments,0.09,2010
Fresh PreCure! Asobi Collection,DS,Namco Bandai,Bandai Namco Games,0.09,2009
Populous: The Beginning,PS,Electronic Arts,Bullfrog Productions,0.09,1999
Dungeons,PC,Kalypso,Kalypso Media,0.09,2011
Chess,PS,Agetec,Success,0.09,2001
The Legend of Heroes: A Tear of Vermillion,PSP,Bandai,Microvision,0.09,2005
Rosco McQueen: Firefighter Extreme,PS,Psygnosis,Slippery Snake Studios,0.09,1998
Bladestorm: The Hundred Years' War,X360,KOEI,Omega Force,0.09,2007
Terranigma,SNES,Nintendo,Quintet,0.09,1996
Arcania: Gothic 4,X360,JoWood Productions,Spellbound Entertainment AG,0.09,2010
Forever Kingdom,PS2,Agetec,From Software,0.09,2002
The Smurfs 2,PS3,Ubisoft,Way Forward,0.09,2013
Blitz: Overtime,PSP,Midway Games,Midway Games,0.09,2006
Altered Beast: Guardian of the Realms,GBA,THQ,3d6 Games,0.09,2002
Shining Tears,PS2,Sega,Amusement Vision,0.09,2005
MotoGP,XB,THQ,Climax Group,0.09,2002
Scaler,PS2,Global Star Software,Artificial?ÿMind?ÿ&?ÿMovement,0.09,2004
Big League Sports: Summer,Wii,Activision,Koolhaus Games,0.09,2009
Gradius V,PS2,Konami,"Treasure Co., Ltd.",0.09,2004
X-COM: UFO Defense,PS,Microprose,MicroProse,0.09,1995
Nights of Azure,PS4,Tecmo Koei,Gust,0.09,2016
Championship Foosball,Wii,505 Games,Del,0.09,2008
World Cup '98 France: Road to Win,SAT,Sega,Sega,0.09,1998
MLB SlugFest 20-04,XB,Midway Games,Criterion Games,0.09,2003
Wordmaster,DS,"Destination Software, Inc",,0.09,2008
Barbie and the Magic of Pegasus,GBA,Vivendi Games,VU Games,0.09,2005
Rygar: The Battle of Argus,Wii,Tecmo,Tecmo,0.09,2009
Backyard Sports: Sandlot Sluggers,X360,Atari,Atari Games,0.09,2010
Inazuma Eleven 3: Lighting Bolt / Bomb Blast,3DS,Nintendo,Level 5,0.09,2013
Retro Game Challenge (US sales),DS,Xseed Games,Bandai Namco Games,0.09,2009
SD Gundam G Generation DS,DS,Bandai,Vanguard,0.09,2005
Atari Classics Evolved,PSP,Atari,Stainless Games,0.09,2007
Bleach: Heat the Soul,PSP,Sony Computer Entertainment,Eighting,0.09,2005
Harvest Moon: Skytree Village,3DS,Natsume,Natsume,0.09,2016
Psychonauts,PS2,Majesco,Double Fine Productions,0.09,2005
World Stadium 5,PS,Namco,Namco,0.09,2001
Taiko no Tatsujin: Drum Session!,PS4,Namco Bandai Games,Namco Bandai Games,0.09,2017
ESPN NBA 2Night,PS2,Konami,Konami Computer Entertainment Osaka,0.09,2001
Uta no Prince-Sama: Debut,PSP,Broccoli,Nippon Ichi Software,0.09,2012
Ford Mustang: The Legend Lives,XB,2K Games,Eutechnyx,0.09,2005
Freekstyle,GC,EA Sports BIG,Page 44 Studios,0.09,2002
Monopoly Collection,Wii,Electronic Arts,Electronic Arts,0.09,2011
Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,Sega,Sega-AM2,0.09,1995
Digimon Rumble Arena 2,PS2,Bandai,Black Ship Games,0.09,2004
Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2K Play,Take-Two Interactive,0.09,2009
Dance on Broadway,PS3,Ubisoft,Longtail Studios,0.09,2011
Learn Chess,DS,DreamCatcher Interactive,Dreamcatcher,0.09,2009
Shockwave Assault,PS,Crystal Dynamics,Paradox Development,0.09,1995
Red Faction: Guerrilla Re-Mars-tered,PS4,THQ Nordic,Volition,0.09,2018
Nobunaga's Ambition: Sphere of Influence - Ascension,PS4,Tecmo Koei,Koei Tecmo Games,0.09,2016
Ribbit King,PS2,Bandai,Bandai,0.09,2004
Scooby-Doo! Who's Watching Who?,DS,THQ,THQ,0.09,2006
Space Invaders Extreme,PSP,Square Enix,"GULTI co.,ltd.",0.09,2008
Alien Hominid,GC,O3 Entertainment,The Behemoth,0.09,2004
World Championship Poker 2: Featuring Howard Lederer,XB,Crave Entertainment,Point of View,0.09,2005
Ultimate Mortal Kombat,DS,Midway Games,Other Ocean Interactive,0.09,2007
Rapala Pro Bass Fishing 2010,PSP,Activision,FUN Labs,0.09,2010
Pro Yakyuu Greatest Nine 98,SAT,Sega,Nextech,0.09,1998
Snood 2: On Vacation,DS,DSI Games,Gravity-I,0.09,2005
Carnival Games: Wild West 3D,3DS,2K Play,Cat Daddy Games,0.09,2011
Ninja Gaiden Black,XB,Tecmo,Team Ninja,0.09,2005
Bogey: Dead 6,PS,Sony Computer Entertainment,Pegasus Japan,0.09,1996
Hakuouki: Zuisouroku Portable,PSP,Idea Factory,Idea Factory,0.09,2010
NCAA March Madness 08,PS3,EA Sports,EA Canada,0.09,2007
Puyo Pop Fever (JP sales),DS,Atlus,Sega,0.09,2005
Dragon Ball Kai: Ultimate Butouden,DS,Namco Bandai,Namco Bandai Games,0.09,2011
InuYasha: Secret of the Divine Jewel,DS,Namco Bandai,Art,0.09,2007
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,Konami,Konami,0.09,2008
Grand Ages: Medieval,PS4,Kalypso Media,Gaming Minds Studios,0.09,2015
I Love Puppies,DS,Destineer,LvivMedia,0.09,2010
Shin Megami Tensei,PS,Atlus,Atlus Co.,0.09,2001
Driver: Renegade,3DS,Ubisoft,Ubisoft,0.09,2011
Trivial Pursuit unhinged,XB,Atari,Artech Studios,0.09,2004
Beowulf: The Game,PSP,Ubisoft,Ubisoft,0.09,2007
Green Lantern: Rise of the Manhunters,Wii,Warner Bros. Interactive,Griptonite Games,0.09,2011
Truth or Lies,PS3,THQ,Big Ant Studios,0.09,2010
The Revenge of Shinobi,GBA,THQ,3d6 Games,0.09,2002
Samurai Shodown Anthology,PSP,SNK Playmore,SNK Playmore Corporation,0.09,2009
Mind Quiz,PSP,Ubisoft,Sega,0.09,2006
Bloody Roar 4,PS2,Hudson Soft,Eighting/Raizing,0.09,2003
Let's Ride! Silver Buckle Stables,PS2,THQ,Coresoft,0.09,2006
Cabela's Big Game Hunter,GBA,10TACLE Studios,ImageBuilder Software,0.09,2002
I-Ninja,GC,Namco,Argonaut Games,0.09,2003
Earth Defense Force 2: Invaders from Planet Space,PSV,Xseed Games,Sandlot,0.09,2015
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,Konami,Konami,0.09,2010
Alvin and the Chipmunks: Chipwrecked,Wii,Majesco,Behaviour Interactive,0.09,2011
Dragon Tales: Dragon Seek,PS,NewKidCo,Zed Two Limited,0.09,2000
Age of Empires II: The Age of Kings,PC,Microsoft,Ensemble Studios,0.09,1999
Burnout Paradise: The Ultimate Box,PC,Electronic Arts,Criterion Games,0.09,2009
Yourself Fitness,XB,responDESIGN,"responDESIGN, Inc.",0.09,2004
Tak: The Great Juju Challenge,DS,THQ,Avalanche Software,0.09,2005
Jimmie Johnson's Anything With an Engine,X360,Konami,Isopod Labs,0.09,2011
Generator Rex: Agent of Providence,Wii,Activision,Virtuos,0.09,2011
Angry Birds: Star Wars,PSV,Activision,Exient Entertainment,0.09,2013
echochrome,PSP,Sony Computer Entertainment,SCE Japan Studio,0.09,2008
Yaiba: Ninja Gaiden Z,PS3,Tecmo Koei,Unknown,0.09,2014
Halo 2,PC,Microsoft Game Studios,Hired Gun,0.09,2007
NHL 2K8,PS3,2K Sports,Kush Games,0.09,2007
MotoGP 14,X360,Namco Bandai Games,Milestone S.r.l.,0.09,2014
Resident Evil Chronicles HD,PS3,Capcom,Capcom,0.09,2012
Return Fire,PS,Time Warner Interactive,Silent Software Inc.,0.09,1996
Wild ARMs: Alter Code F,PS2,Agetec,Media.Vision,0.09,2005
Bomberman Max 2: Blue Advance,GBA,Majesco,Hudson Soft,0.09,2002
Angry Birds: Rio,PC,Focus Home Interactive,Rovio Mobile,0.09,2011
Castlevania: Lords of Shadow 2,X360,Konami Digital Entertainment,Mercury Steam,0.09,2014
Digimon All-Star Rumble,PS3,Namco Bandai Games,PROPE,0.09,2014
Singstar: Ultimate Party,PS3,Sony Computer Entertainment Europe,London Studios,0.09,2014
Kawasaki Quad Bikes,Wii,Destineer,Data Design Interactive,0.09,2007
Alien Monster Bowling League,Wii,Destineer,Perpetual FX Creative,0.09,2009
Ben 10 Galactic Racing,PS3,D3 Publisher,Monkey Bar Games,0.09,2011
Shrek SuperSlam,XB,Activision,Shaba Games,0.09,2005
Rugby League Live 4,PS4,Tru Blu Entertainment,Big Ant Studios,0.09,2017
Mimana Iyar Chronicle,PSP,Aksys Games,"Kogado Studio, Inc.",0.09,2010
Rapid Reload,PS,Sony Computer Entertainment,Media.Vision,0.09,1995
New Legends,XB,THQ,Infinite Machine,0.09,2002
Raiden Fighters Aces,X360,Valcon Games,Gulti,0.09,2009
Total Overdose: A Gunslinger's Tale in Mexico,PS2,Eidos Interactive,Deadline Games,0.09,2005
Island Xtreme Stunts,PS2,Electronic Arts,Silicon Dreams,0.09,2002
Hearts of Iron III,PC,Paradox Interactive,Paradox Interactive,0.09,2009
Agassi Tennis Generation,PS2,DreamCatcher Interactive,Aqua Pacific,0.09,2003
Fighting Fantasy: The Warlock of Firetop Mountain,DS,Aspyr,Big Blue Bubble,0.09,2009
Metal Slug X,PS,Agetec,ProSoft,0.09,2001
GripShift,PSP,Sony Computer Entertainment,Sidhe Interactive,0.09,2005
Junior Mystery Quest,DS,Unknown,Navarre Corp,0.09,2011
Running Wild,PS,Sony Computer Entertainment,Blue Shift,0.09,1998
Invizimals: The Alliance,PSV,Sony Computer Entertainment,Novarama,0.09,2014
Jenga World Tour,DS,Atari,Atomic Planet Entertainment,0.09,2007
Romance of the Three Kingdoms X,PS2,KOEI,Koei,0.09,2005
Brigandine: The Legend of Forsena,PS,Atlus,Hearty Robin,0.09,1998
U-Sing 2,Wii,Mindscape,Mindscape Inc.,0.09,2010
MX SuperFly featuring Ricky Carmichael,GC,THQ,Pacific Coast Power & Light,0.09,2002
Disney's The Haunted Mansion,XB,TDK Mediactive,High Voltage Software,0.09,2003
Sound Novel Machi,SAT,ChunSoft,ChunSoft,0.09,1998
American Truck Simulator,PC,SCS Software,SCS Software,0.09,2016
Bass Pro Shops: The Hunt,X360,Griffin International,Piranha Games,0.09,2010
Go Play: City Sports,Wii,Majesco,Digital Embryo,0.09,2009
The Daring Game for Girls,Wii,Majesco,WXP,0.09,2010
FIFA 2001: Major League Soccer,PS2,EA Sports,EA Canada,0.09,2000
Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,Konami,PawaPuro Production,0.09,2007
Riviera: The Promised Land,PSP,Atlus,Sting,0.09,2007
Super Street Fighter II Turbo,3DO,Panasonic Interactive Media,Capcom,0.09,1994
Skies of Arcadia,DC,Sega,Overworks,0.09,2000
Toy Soldiers: War Chest,PS4,Ubisoft,Signal Studios,0.09,2015
God Eater Resurrection,PS4,Namco Bandai Games,Namco Bandai Games,0.09,2016
NASCAR: Dirt to Daytona,GC,Infogrames,Monster Games Inc.,0.09,2002
Road Trip,PS2,Conspiracy Entertainment,E-game,0.09,2002
Blood of Bahamut,DS,Square Enix,Square Enix,0.09,2009
Challenge Me: Brain Puzzles 2,DS,O-Games,O Games,0.09,2010
Just Dance Wii U,WiiU,Nintendo,Unknown,0.09,2014
Major League Baseball 2K11,DS,2K Sports,Visual Concepts,0.09,2011
Tom Clancy's EndWar,DS,Ubisoft,Funatics Software,0.09,2008
Puchi Puchi Virus,DS,NIS America,Keys Factory,0.09,2009
Quiz Magic Academy DS: Futatsu no Jikuu Koku,DS,Konami,Konami,0.09,2010
Lilie no Atelier: Salburg no Renkinjutsushi 3,PS2,Gust,Gust,0.09,2001
Animal Planet: Vet Life,Wii,Activision,Activision,0.09,2009
Top Gun: Firestorm Advance,GBA,Titus,Titus Software,0.09,2002
Wonder World Amusement Park,DS,Majesco,Coyote Console,0.09,2009
NERF N-Strike: Double Blast Bundle,Wii,Electronic Arts,EA Salt Lake,0.09,2010
The Wolf Among Us,PS3,Telltale Games,Telltale Games,0.09,2014
Project Eden,PS2,Eidos Interactive,Core Design Ltd.,0.09,2001
Persona 4 Arena Ultimax,X360,Atlus,Arc System Works,0.09,2014
Dark Souls Trilogy,PS4,Bandai Namco Entertainment,From Software,0.09,2018
JASF: Jane's Advanced Strike Fighters,X360,Unknown,Trickstar Games,0.09,2011
Def Jam Fight For NY: The Takeover,PSP,Electronic Arts,Aki Corp,0.09,2006
Dynasty Warriors 8: Empires,PS3,Tecmo Koei,Unknown,0.09,2015
Pro Yakyuu Spirits 2014,PSP,Konami Digital Entertainment,Konami,0.09,2014
Back to the Future: The Game,PS3,Telltale Games,Telltale Games,0.09,2011
Ghosthunter,PS2,Namco,SCEE Cambridge,0.09,2004
The Amazing Spider-Man (2012),WiiU,Activision,Beenox,0.09,2013
Last Rebellion,PS3,NIS America,Hit Maker,0.09,2010
Seven: Molmorth no Kiheitai,PS2,Namco,Namco,0.09,2000
Doraemon: Nobita to Midori no Kyojinden DS,DS,Sega,Inti Creates,0.09,2008
Beyblade Evolution,3DS,D3 Publisher,Rising Star Games,0.09,2013
Hello Kitty's Cube Frenzy,PS,NewKidCo,Culture Publishers,0.09,1999
Lock's Quest,DS,THQ,5TH Cell,0.09,2008
Legend of the Guardians: The Owls of Ga'Hoole,PS3,Warner Bros. Interactive,Krome Studios,0.09,2010
Obscure: The Aftermath,PSP,Playlogic Game Factory,Hydravision Entertainment,0.09,2009
The Seven Deadly Sins: Unjust Sin,3DS,Namco Bandai Games,Namco Bandai Games,0.09,2015
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,Konami,Diamond Head,0.09,2002
Astro Boy: Omega Factor,GBA,Sega,Hitmaker,0.09,2004
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,Hudson Soft,Xing Inc.,0.09,2010
Spectral Force Genesis,DS,Ignition Entertainment,Neverland Company,0.09,2010
Fullmetal Alchemist: Dual Sympathy,DS,Destineer,Bandai,0.09,2006
Cardfight!! Vanguard: Ride to Victory!!,3DS,FuRyu Corporation,FuRyu,0.09,2013
Brain Age: Concentration Training,3DS,Nintendo,Nintendo,0.09,2013
Jikkyou Powerful Pro Yakyuu Portable 2,PSP,Konami,PawaPuro Productions,0.09,2007
Tornado Outbreak,PS3,Konami,Loose Cannon Studios,0.09,2009
Import Tuner Challenge (American sales),X360,Ubisoft,Genki,0.09,2006
Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,Sega,Sega,0.09,2006
Rugby 2005,PS2,EA Sports,HB Studios Multimedia,0.09,2005
Ochaken no Heya DS 2,DS,MTO,MTO,0.09,2007
Batman Beyond: Return of the Joker,N64,Ubisoft,Kemco,0.09,2000
Castlevania Dracula X,SNES,Konami,Konami,0.09,1995
Golden Nugget 64,N64,Electronic Arts,Westwood Studios,0.09,1998
Hatsune Miku: Project Diva,PSP,Sega,Sega,0.09,2009
Kyoto Daigaku Atsuji Tetsuji Kyouju Kanshuu: Zaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai Kyouryoku: Kanji Trainer Portable,PSP,Sega,Sega,0.09,2006
Robotron 64,N64,Crave Entertainment,Player 1,0.09,1998
Saikyou Habu Shogi,N64,Seta Corporation,Seta Corporation,0.09,1996
V-Rally Edition 99,N64,Infogrames,Eden Studios,0.09,1999
Playmobil Circus,Wii,DreamCatcher Interactive,Morgen Studios,0.09,2009
Quantum Theory,X360,Tecmo Koei,Team Tachyon,0.09,2010
The X-Factor,X360,Deep Silver,Deep Silver,0.09,2010
Naruto RPG 3: Rejiuu vs Konoha Shoutai,DS,Takara Tomy,Takara Tomy,0.09,2006
Pro Evolution Soccer 2012,PC,Konami,Konami,0.09,2011
NASCAR The Game: Inside Line,PS3,Activision,Eutechnyx,0.09,2012
Tunnel B1,PS,Acclaim Entertainment,Neon,0.09,1996
2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,Activision,Digital Eclipse,0.09,2005
Scooby-Doo! Unmasked,DS,THQ,Artificial Mind and Movement,0.09,2005
Porsche Challenge,PS,Sony Computer Entertainment,SCEE London Studio,0.09,1997
Dragon Ball Z: Shin Butouden,SAT,Bandai,Bandai,0.09,1995
Super Robot Taisen MX Portable,PSP,Banpresto,Banpresto,0.09,2005
Detana TwinBee Yahho! Deluxe Pack,PS,Konami,Konami,0.09,1995
Beyblade Burst,3DS,FuRyu Corporation,FuRyu,0.09,2016
New Class of Heroes Mono: Toki no Gakuen,PSP,Acquire,ZeroDiv,0.09,2012
Space Chimps,Wii,Brash Entertainment,Red Tribe,0.09,2008
Uta no?Prince-sama? MUSIC 2,PSP,Broccoli,Nippon Ichi Software,0.09,2013
Sega Casino,DS,Sega,TOSE,0.09,2005
"Saiyuuki: Kinkaku, Ginkaku no Inbou",DS,D3 Publisher,D3 Publisher,0.09,2007
World Championship Games: A Track & Field Event,DS,Game Factory,Code Monkeys,0.09,2009
Bleach: Heat the Soul 6,PSP,Sony Computer Entertainment,Eighting,0.09,2009
Justice League Heroes,DS,Warner Bros. Interactive,Sensory Sweep,0.09,2006
Fishing Master World Tour,Wii,Hudson Entertainment,Hudson Soft,0.09,2009
Scrabble,PSP,Electronic Arts,Stainless Games,0.09,2009
Soul Nomad & the World Eaters (JP sales),PS2,NIS America,Nippon Ichi Software,0.09,2007
Damnation,PS3,Codemasters,Blue Omega Entertainment,0.09,2009
Paragon,PS4,Sony Interactive Entertainment,Epic Games,0.09,2016
Borderlands 2 VR,PS4,2K Games,Gearbox Software,0.09,2018
Deadliest Catch: Sea of Chaos,X360,Crave Entertainment,Double Tap,0.09,2010
Zoids Assault,X360,Atlus,Atlus Co.,0.09,2008
Mystic Heroes,GC,KOEI,Koei,0.09,2002
Dragon Quest Heroes I & II for Nintendo Switch,NS,Square Enix,Omega Force,0.09,2017
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,PS2,Hackberry,Hack Berry,0.09,2007
GRID: Autosport,X360,Codemasters,Codemasters,0.09,2014
Defender,XB,Midway Games,7 Studios,0.09,2002
Dora's Big Birthday Adventure,DS,2K Play,"Black Lantern Studios, Inc.",0.09,2010
FIFA Street 3,DS,EA Sports BIG,EA Canada,0.09,2008
Train Sim World,PS4,Maximum Games,Dovetail Games,0.09,2018
Captain Tsubasa: Aratanaru Densetsu Joshou,PS,Konami,Konami,0.09,2002
Blood: The Last Vampire (Joukan),PS2,Sony Computer Entertainment,Sugar & Rockets,0.09,2000
Cake Mania: Main Street,DS,Majesco,Sandlot Games,0.09,2011
Pillow Pets,DS,GameMill,GameMill Publishing,0.09,2011
Clockwork Knight,SAT,Sega,Sega-AM7,0.09,1995
Viewtiful Joe: Red Hot Rumble,PSP,Capcom,Clover Studio,0.09,2006
Ratchet & Clank Future: Quest for Booty,PSN,Sony Computer Entertainment,Insomniac Games,0.09,2008
Freestyle Metal X,PS2,Midway Games,Deibus Studios,0.09,2003
Karaoke Revolution Presents American Idol Encore 2,X360,Konami,Blitz Games,0.09,2008
Pipe Mania,DS,Empire Interactive,Razorworks Studios,0.09,2008
Sidewinder Max,PS2,Asmik Ace Entertainment,Asmik Ace Entertainment,0.09,2000
Kenka Banchou 2: Full Throttle,PS2,Spike,YSK,0.09,2007
Mahjong Cub3D,3DS,Atlus,SunSoft,0.09,2011
Summon Night 6: Lost Borders,PS4,Gaijinworks,Media.Vision,0.09,2017
Dark Angel: Vampire Apocalypse,PS2,Metro 3D,Metro3D,0.09,2001
Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,Hudson Soft,IE Institute,0.09,2010
Pro Evolution Soccer 2018,PS3,Konami Digital Entertainment,Konami Digital Entertainment,0.09,2017
Star Wars: Empire at War - Gold Pack,PC,LucasArts,Petroglyph Games,0.09,2007
Family GameShow,Wii,Storm City Games,Zushi Games Ltd,0.09,2010
Life Is Strange: Before the Storm,XOne,Square Enix,Deck Nine,0.09,2018
Dark Rose Valkyrie,PS4,Idea Factory International,Compile Heart,0.09,2017
Atelier Totori: The Adventurer of Arland,PSV,Gust,Gust,0.09,2012
No More Heroes: Red Zone,PS3,Marvelous Interactive,FeelPlus,0.09,2011
Remington Super Slam Hunting: Alaska,Wii,Mastiff,Mastiff,0.09,2011
Supreme Commander,X360,Aspyr,Gas Powered Games,0.09,2008
Super Puzzle Fighter II,GBA,Capcom,Atomic Planet Entertainment,0.09,2003
BlazBlue: Continuum Shift EXTEND,PS3,Aksys Games,Arc System Works,0.09,2012
Petz: Saddle Club,PSP,Ubisoft,Digital Kids,0.09,2009
Rock Band Country Track Pack 2,Wii,MTV Games,Harmonix Music Systems,0.09,2011
Knights in the Nightmare,PSP,Atlus,Sting,0.09,2010
Battle Stadium D.O.N,GC,Namco Bandai,Eighting,0.09,2006
Red Bull BC One,DS,Ignition Entertainment,Playlogic Game Factory,0.09,2008
Karaoke Revolution Presents American Idol Encore,PS3,Konami,Blitz Games,0.09,2008
Just Dance: Disney Party 2,WiiU,Ubisoft,Ubisoft San Francisco,0.09,2015
The Wolf Among Us,XOne,Telltale Games,Telltale Games,0.09,2014
Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,DS,Namco Bandai,Bandai Namco Games,0.09,2010
Kurikin: Nano Island Story,DS,Nintendo,Media Kite,0.09,2007
Grand Theft Auto: Episodes from Liberty City,PC,Rockstar Games,Rockstar North,0.09,2010
Transworld Snowboarding,XB,Atari,Housemarque,0.09,2002
NFL Blitz 20-02,GC,Midway Games,Point of View,0.09,2002
R-Type Command,PSP,Atlus,Irem Software Engineering,0.09,2008
Sniper Elite,XB,Namco,Rebellion Developments,0.09,2005
World Soccer Winning Eleven 8 International,XB,Konami,Konami Computer Entertainment Tokyo,0.09,2005
Duke Nukem 3D: 20th Anniversary World Tour,PS4,Gearbox Software,Gearbox Software,0.09,2016
Ski and Shoot,Wii,Conspiracy Entertainment,49Games,0.09,2008
Black & White 2,PC,Electronic Arts,Lionhead Studios,0.09,2005
Test Drive: Eve of Destruction,XB,Atari,Monster Games Inc.,0.09,2004
Crimson Sea,XB,KOEI,Koei,0.09,2002
ATV Drift & Tricks,PS4,Maximum Games,Artefacts Studio,0.09,2017
The Mummy: Tomb of the Dragon Emperor,DS,Sierra Entertainment,Artificial Mind and Movement,0.09,2008
Naruto Shippuuden: Gekitou Ninja Taisen! EX 2,Wii,Takara Tomy,8ing/Raizing,0.09,2007
BIT.TRIP COMPLETE,Wii,Aksys Games,Gaijin Games Inc.,0.09,2011
The Weakest Link,PS,Activision,Traveller's Tales,0.09,2001
Lethal Enforcers,SNES,Konami,Konami,0.09,1994
The Mummy: Tomb of the Dragon Emperor,Wii,Sierra Entertainment,Eurocom Entertainment Software,0.09,2008
MLB Superstars,Wii,2K Sports,Deep Fried Entertainment,0.09,2008
Jambo! Safari Animal Rescue,Wii,Sega,Full Fat,0.09,2009
Romance of the Three Kingdoms XII,PS3,Tecmo Koei,Tecmo Koei Games,0.09,2012
Ikaruga,GC,Atari,"Treasure Co., Ltd.",0.09,2003
Ys I & II Chronicles,PSP,Xseed Games,Nihon Falcom Corporation,0.09,2011
Spider-Man: Edge of Time,Wii,Activision,Beenox,0.09,2011
The Suffering: Ties That Bind,XB,Midway Games,Surreal Software,0.09,2005
Game Hits!,DS,Destineer,Foreign Media Games,0.09,2010
Strange Brigade,PS4,Rebellion Developments,Rebellion Developments,0.09,2018
Reading Training,DS,Benesse,Intelligent Systems,0.09,2007
Nobunaga's Ambition: Iron Triangle,PS2,KOEI,Koei,0.09,2009
Roary the Racing Car,DS,Avanquest,Uacari,0.09,2009
Dreamer Series: Teacher,DS,DreamCatcher Interactive,ZigZag Island,0.09,2009
Jikkyou Powerful Pro Yakyuu 2012,PSV,Konami Digital Entertainment,Konami,0.09,2012
Harvest Moon: Boy & Girl,PSP,Natsume,Marvelous Interactive,0.09,2007
Attack on Titan 2,XOne,Koei Tecmo,Omega Force,0.09,2018
El Tigre: The Adventures of Manny Rivera,DS,THQ,Blue Tongue Entertainment,0.09,2007
Exist Archive: The Other Side of the Sky,PSV,Aksys Games,tri-Ace,0.09,2016
The Bachelor: The Videogame,DS,Warner Bros. Interactive,Warner Bros. Interactive Entertainment,0.09,2010
